X,Y,OBJECTID,SITENUMBER,TERRITORY,NEST,NESTYEAR,last_edited_date
-85.1455329157212,29.6379027279769,418,FRANtj03,2,A,2002,
-85.7244682831106,30.1153192143806,419,BAYtj05,6,A,2002,
-85.7084342419262,30.1047022485973,420,BAYtj05,9,A,2002,
-85.7022342387185,30.1009192529012,421,BAYtj05,5,A,2002,
-85.6872512003654,30.0938352780977,422,BAYtj05,4,A,2002,
-85.6787681656941,30.0898523024612,423,BAYtj05,3,A,2002,
-85.6717511474304,30.0860023020488,424,BAYtj05,12,A,2002,
-85.7226182836313,30.0871021603399,425,BAYtj05,11,A,2002,
-85.6953182162456,30.0963692612663,426,BAYtj05,17,A,2002,
-85.7084342545026,30.1045352383589,427,BAYtj05,9,B,2002,
-86.9868881540474,30.3596179195656,428,ESCAtj10,4,A,2002,
-87.0135882276717,30.3556510469627,429,ESCAtj10,12,A,2002,
-87.0222052343896,30.3540680944859,430,ESCAtj10,10,A,2002,
-86.9589219724038,30.3670178264181,431,ESCAtj10,9,A,2002,
-86.2977026632292,30.3629183780691,432,WALTtj21,4,A,2002,
-85.9906518848217,30.2675692289021,433,BAYtj00,2,A,2002,
-84.5717687352992,29.8238701084716,434,FRANtj07,4,A,2002,
-84.5720347381329,29.8201361174489,435,FRANtj07,6,A,2002,
-84.5730347256392,29.816336113664,436,FRANtj07,7,A,2002,
-84.5723347269288,29.8181531146736,437,FRANtj07,7,B,2002,
-84.5989186564717,29.7997360790501,438,FRANtj07,8,A,2002,
-84.6570015281586,29.7807860468101,439,FRANtj07,11,A,2002,
-84.630168599992,29.7882860656611,440,FRANtj07,12,A,2002,
-84.5716017510643,29.8235361190284,441,FRANtj07,9,A,2002,
-84.6271346012053,29.7892200688864,442,FRANtj07,13,A,2002,
-85.6564511124782,30.0802523323393,443,BAYtj05,7,A,2002,
-85.3440329209093,29.8625194690349,444,GULtj02,2,A,2002,
-85.3416499087512,29.8562854660017,445,GULtj02,1,A,2002,
-85.3427669287727,29.863202485565,446,GULtj02,3,A,2002,
-85.3431669315007,29.8638524798412,447,GULtj02,6,A,2002,
-85.3427499110879,29.8606854719887,448,GULtj02,9,A,2002,
-85.3478329338,29.8706524783638,449,GULtj02,10,A,2002,
-85.3566829877571,29.8871024781331,450,GULtj02,11,A,2002,
-85.4684502129873,29.9574852861066,451,BAYtj07,2,A,2002,
-85.4701672114989,29.9574522816416,452,BAYtj07,3,A,2002,
-85.4872832429002,29.9606692486221,453,BAYtj07,6,A,2002,
-85.4883002364132,29.961385257838,454,BAYtj07,13,A,2002,
-85.454183198391,29.9574193293116,455,BAYtj07,10,A,2002,
-85.4422501757861,29.9537353519912,456,BAYtj07,9,A,2002,
-85.4417171918533,29.9537853399842,457,BAYtj07,14,A,2002,
-85.4679672113169,29.9573192837947,458,BAYtj07,4,B,2002,
-85.5232174191302,29.9868522028569,459,BAYtj07,16,A,2002,
-85.4636002186498,29.9573852990284,460,BAYtj07,17,A,2002,
-85.5837338233286,30.0466023703257,461,BAYtj06,5,A,2002,
-85.5422005359675,30.0052352046481,462,BAYtj06,11,A,2002,
-85.5842678079846,30.0418693385101,463,BAYtj06,12,A,2002,
-81.7410324208007,25.9434226105175,464,COLL00400,8,B,2002,
-81.7446664241286,25.9452555912277,465,COLL00400,9,A,2002,
-81.7431664388267,25.9439225960462,466,COLL00400,5,A,2002,
-81.7432324425422,25.9438556063786,467,COLL00400,6,A,2002,
-81.7409324410045,25.9429886065557,468,COLL00400,7,A,2002,
-81.7433324232367,25.9441226075961,469,COLL00400,8,C,2002,
-81.7524994360637,25.9927055108137,470,COLL00401,1,A,2002,
-81.7535994231291,25.9938555045317,471,COLL00401,1,B,2002,
-81.7532164317977,25.9931555078001,472,COLL00401,2,A,2002,
-81.7523994383013,25.9923885222537,473,COLL00401,3,A,2002,
-82.3402325673758,26.8898547675608,474,Charlotte,1,A,2002,
-82.3402665578296,26.8900377762189,475,Charlotte,1,B,2002,
-82.3422325792194,26.8929717702089,476,Charlotte,2,A,2002,
-82.340466560541,26.8902377777071,477,Charlotte,2,B,2002,
-82.340732566968,26.8904717794474,478,Charlotte,3,A,2002,
-82.8414338871304,28.2317864883635,479,NAncloteB,1,A,2002,
-82.8430508699132,28.2280034798492,480,NAncloteB,1,B,2002,
-81.8960163771326,26.4036881208873,481,LtEstero,1,A,2002,
-82.5853670232159,27.3188877907046,482,NorthLido,1,A,2002,
-82.5837670275751,27.3175048008683,483,NorthLido,2,A,2002,
-82.284282252156,26.8070216611552,484,GaspNorth,1,A,2002,
-82.2836492462062,26.806721649014,485,GaspNorth,2,A,2002,
-82.2842322438424,26.8070716637698,486,GaspNorth,2,B,2002,
-82.2617991049356,26.6811046759265,487,CayoCosta,1,A,2002,
-82.2618820877083,26.681654684452,488,CayoCosta,1,B,2002,
-82.8223674138213,28.0548531448462,489,Honeymoon,1,A,2002,
-82.8221834262747,28.0547701522296,490,Honeymoon,1,B,2002,
-82.3336825230413,26.8842877639155,491,DonPedro,1,A,2002,
-82.8283332612687,28.0032860032617,492,Nclearwat,1,A,2002,
-82.8509337482281,28.1869703369569,493,AncloteKy,1,A,2002,
-82.8407005743977,28.119986236602,494,ThreeRook,1,A,2002,
-82.5844170359383,27.3175377972584,495,NorthLido,2,B,2002,
-82.2841162407965,26.806404657625,496,GaspNorth,3,A,2002,
-82.0318822860783,26.4416050583407,497,SanibelE,1,A,2002,
-82.0381822906418,26.4382220448272,498,SanibelE,2,A,2002,
-82.1545662500695,26.4578379970946,499,SanibelC,3,A,2002,
-82.0297993130217,26.4261220470048,500,SanibelE,4,A,2002,
-85.3485829489088,29.8732694718771,501,GULtj02,8,B,2002,
-85.4692502256299,29.9575352955631,502,BAYtj07,3,B,2002,
-85.4611002063158,29.9577353051188,503,BAYtj07,15,A,2002,
-81.741166435068,25.9431386126026,504,COLL00400,8,A,2002,
-82.1510492612906,26.4554719856197,505,SanibelC,5,A,2002,
-82.0685993162307,26.4238380188366,506,SanibelE,6,A,2002,
-82.063699311783,26.425638028105,507,SanibelE,7,A,2002,
-82.1474662490332,26.4531379833645,508,SanibelC,8,A,2002,
-82.1493662541311,26.4544549995086,509,SanibelC,9,A,2002,
-82.1464492654017,26.4525379879779,510,SanibelC,10,A,2002,
-82.1597822530881,26.4607219963955,511,SanibelC,11,A,2002,
-82.1603662424644,26.4610219848168,512,SanibelC,12,A,2002,
-82.1440322609932,26.4511219839297,513,SanibelC,13,A,2002,
-82.1499822639557,26.4547879961777,514,SanibelC,14,A,2002,
-82.1486162542936,26.4539549911931,515,SanibelC,15,A,2002,
-82.1466492510452,26.4528049964005,516,SanibelC,16,A,2002,
-82.1403492590582,26.4481549926411,517,SanibelC,17,A,2002,
-82.0979993132723,26.4251220147528,518,SanibelC,18,A,2002,
-82.1397322736631,26.4476380023462,519,SanibelC,19,A,2002,
-82.0299163006212,26.4427380616174,520,SanibelE,20,A,2002,
-82.1481662513368,26.4530879961333,521,SanibelC,21,A,2002,
-82.1438662684984,26.4507879865941,522,SanibelC,23,A,2002,
-82.0636663067812,26.4256550197548,523,SanibelE,24,A,2002,
-82.0382662974939,26.4381880539689,524,SanibelE,25,A,2002,
-82.0295492948102,26.4429380517056,525,SanibelE,26,A,2002,
-82.1476662535413,26.4530379895782,526,SanibelC,22,A,2002,
